ID,data,No
4V,-0.163271143260437,5
3H,-0.213915373652695,5
3V,0.168373313426295,5
4H,-0.0559626662426615,5
4V,-0.0997394937276342,5
3H,-0.052216516007984,5
3V,0.0757555909063745,5
4H,0.00991040812133072,5
4V,-0.339363312097415,5
3H,0.029895422754491,5
3V,-0.0937532325298805,5
4H,0.0590761101761253,5
4V,0.0807557384791252,5
3H,0.0689417446706587,5
3V,0.0519866020219124,5
4H,0.0869077829745597,5
4V,-0.290425540188867,5
3H,0.131359748183633,5
3V,-0.0933162133266932,5
4H,0.0221226305283757,5
4V,0.120304357326044,5
3H,0.29593737245509,5
3V,-0.148453469462151,5
4H,0.1689502462818,5
4V,-0.0400582471968191,5
3H,0.115386252854291,5
3V,0.0991846759661354,5
4H,0.109849784735812,5
4V,6.73247813121267e-05,5
3H,0.241905606467066,5
3V,-0.103343376155378,5
4H,0.0963105366927593,5
4V,0.225710657803181,5
3H,0.0288829751696607,5
3V,0.0832820327390438,5
4H,0.0351179176125245,5
4V,0.0263399484194831,5
3H,-0.0870788677844311,5
3V,0.00541977803784861,5
4H,0.0960714329745597,5
4V,0.253161480467197,5
3H,0.124022552734531,5
3V,-0.0202733092828685,5
4H,0.110824132387476,5
4V,0.0783932672365805,5
3H,0.0816827266267465,5
3V,0.216997769492032,5
4H,0.0443234107632094,5
4V,0.216752701292246,5
3H,0.0189414717764471,5
3V,-0.242843547639442,5
4H,-0.0394107113502935,5
4V,0.0223559352186879,5
3H,-0.15533369261477,5
3V,0.127372414571713,5
4H,-0.0504812135029354,5
4V,0.27911222499006,5
3H,-0.159035835289421,5
3V,-0.0874346632171315,5
4H,-0.0236358435420744,5
4V,-0.0602212408349901,5
3H,-0.126838782275449,5
3V,-0.0973282924003984,5
4H,-0.0486700028375734,5
4V,0.126001010347913,5
3H,-0.18912870506986,5
3V,0.126164542051793,5
4H,-0.122140597847358,5
4V,-0.100043153270378,5
3H,-0.128766092135729,5
3V,-0.110742354053785,5
4H,-0.1146446962818,5
4V,-0.0408113228628231,5
3H,-0.233877668502994,5
3V,-0.0118546199103586,5
4H,-0.100394114677104,5
4V,-0.0723554761630219,5
3H,-0.146502222115768,5
3V,0.115360456195219,5
4H,-0.0338156843444227,5
4V,-0.18428438361829,5
3H,-0.110517639281437,5
3V,-0.0483942810657371,5
4H,-0.0343476901174168,5
4V,-0.316667797872763,5
3H,-0.0617310836726547,5
3V,0.0736615405577689,5
4H,-0.0254829197651663,5
4V,-0.140891434960239,5
3H,0.00135171976047905,5
3V,-0.0939474632868526,5
4H,0.00621625567514677,5
4V,0.0122137064910537,5
3H,-0.206364710339321,5
3V,0.00167476625498008,5
4H,0.10215662260274,5
4V,-0.253949955914513,5
3H,0.0503944368063872,5
3V,0.119937018406374,5
4H,0.00514626653620352,5
4V,0.0534203064413519,5
3H,0.106176639281437,5
3V,-0.159694574521912,5
4H,0.101648527201566,5
4V,-0.313449006719682,5
3H,0.238764579321357,5
3V,0.185732687330677,5
4H,0.0850188636007828,5
4V,0.0589954956461233,5
3H,0.235690642075848,5
3V,-0.0430225866932271,5
4H,0.148196043542074,5
4V,-0.0024834153777336,5
3H,0.0462226648303393,5
3V,0.00182650903386454,5
4H,0.12350260704501,5
4V,0.25957477000994,5
3H,0.21378274011976,5
3V,0.191407867260956,5
4H,0.0648444873776908,5
4V,0.0363121278031809,5
3H,0.20762266746507,5
3V,-0.118809000179283,5
4H,-0.0902262290606654,5
4V,0.253380115337972,5
3H,0.0752237989620758,5
3V,0.330865550766932,5
4H,0.0266297356164384,5
4V,-0.00972265887673956,5
3H,0.146082931736527,5
3V,0.0902561308565737,5
4H,0.00955175254403131,5
4V,0.176153420427435,5
3H,-0.0141277499401198,5
3V,0.087166647878486,5
4H,0.0320753227984344,5
4V,-0.151786739353877,5
3H,-0.165769221636727,5
3V,0.164434070886454,5
4H,-0.0748518599804305,5
4V,0.0953253233399602,5
3H,-0.0922386910179641,5
3V,-0.33662058499004,5
4H,-0.0689639309197652,5
4V,0.29459886166998,5
3H,-0.213476239760479,5
3V,0.184882927768924,5
4H,-0.0953848917808219,5
4V,-0.35630144139165,5
3H,-0.220612165508982,5
3V,0.0473068547211155,5
4H,-0.106072827984344,5
4V,0.197415661610338,5
3H,-0.134175977724551,5
3V,-0.315813615149402,5
4H,-0.147282353816047,5
4V,-0.299729668578529,5
3H,-0.171252296207585,5
3V,0.237222047061753,5
4H,-0.102946546868885,5
4V,-0.154033819970179,5
3H,-0.218617765748503,5
3V,-0.305155202360558,5
4H,0.0093126488258317,5
4V,-0.216199001560636,5
3H,-0.0705808514171657,5
